species.ID,subclass,superorder,order,family,genus,species,IUCN_Scientific_name,Recent.taxonomic.revisions,size.at.mat,max.size,pup.size,length.weight.a,length.weight.b,habitat,IUCN.habitat,mindepth_m,maxdepth_m,mediandepth_m,depthrange_m,min.lat,max.lat,lat.range,area,age.mat,max.age,k,parity.mode,embryo.trophic.mode,repro.coarse,mode,breeding.interval,development,litter.size,median.ED,Red.List.status.new,Data.type,Species.authorship
Gymnura_natalensis,batoids,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura_natalensis,Gymnura natalensis,,NA,NA,NA,NA,NA,,,1,75,38,74,-35.05758484,NA,12.46327085,111267,NA,NA,NA,,,,,NA,NA,NA,39.15362475,,taxonomic,Gilchrist & Thompson 1911 
Gymnura_poecilura,batoids,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura_poecilura,Gymnura poecilura,,50,99,24.7,0.0268,2.96,Shelf,Coastal and Continental,1,30,15.5,29,-18.59262627,30.00152779,48.59415406,2017720,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,7,49.32521206,NT,molecular,Shaw 1804 
Gymnura_zonura,batoids,Batoidea,Myliobatiformes,Gymnuridae,Gymnura,Gymnura_zonura,Gymnura zonura,,48,108,20.5,0.0268,2.96,Shelf,Coastal and Continental,1,40,20.5,39,0.214083329,23.87769508,23.66361175,724715,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,3,49.75475096,VU,molecular,Bleeker 1852 
Hexatrygon_bickelli,batoids,Batoidea,Myliobatiformes,Hexatrygonidae,Hexatrygon,Hexatrygon_bickelli,Hexatrygon bickelli,,113,168,48,0.01,3.04,Deep,Deepwater,362,1120,741,758,-36.70523004,42.99905396,79.704284,3506120,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,2,136.8796202,LC,molecular,Heemstra & Smith 1980 
Mobula_alfredi,batoids,Batoidea,Myliobatiformes,Mobulidae,Manta,Manta_alfredi,Manta alfredi,Mobula alfredi,NA,NA,NA,NA,NA,,,1,432,216.5,431,-29.65736441,NA,61.0044,64047800,NA,NA,NA,,,,,NA,NA,NA,28.64483439,,taxonomic,Last et al 2016
Mobula_birostris,batoids,Batoidea,Myliobatiformes,Mobulidae,Manta,Manta_birostris,Manta birostris,Mobula birostris,400,700,135.5,0.011355,3,Pelagic,Pelagic,1,120,60.5,119,-37.22880554,41.60566181,78.83446735,181584992,9,40,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,1,28.64483439,VU,molecular,Last et al 2016
Mobula_hypostoma,batoids,Batoidea,Myliobatiformes,Mobulidae,Mobula,Mobula_hypostoma,Mobula hypostoma,,111,120,55,4.29E-10,3.4,Pelagic,Coastal and Continental,NA,NA,NA,NA,-38.16991456,34.72728117,72.89719573,3404360,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,NA,1,30.02463093,NA,molecular,Bancroft 1831 
Mobula_mobular,batoids,Batoidea,Myliobatiformes,Mobulidae,Mobula,Mobula_japanica,Mobula japanica,Mobula mobular,207,310,81,0.0016,3.27,Pelagic,Pelagic,1,200,100.5,199,-40.21886109,42.54714727,82.76600836,7996420,NA,14,0.277,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,NA,1,35.22066144,NT,molecular,Last et al 2016
Mobula_kuhlii,batoids,Batoidea,Myliobatiformes,Mobulidae,Mobula,Mobula_kuhlii,Mobula kuhlii,,NA,120,31,0.0016,3.27,Pelagic,Coastal and Continental,NA,NA,NA,NA,-34.2619063,23.39985247,57.66175877,1507090,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,NA,1,25.07313615,NA,molecular,MÙller & Henle 1841 
Mobula_munkiana,batoids,Batoidea,Myliobatiformes,Mobulidae,Mobula,Mobula_munkiana,Mobula munkiana,,97,110,35.5,1.04E-06,2.34,Pelagic,Coastal and Continental,NA,NA,NA,NA,-7.850520696,29.65975362,37.51027432,1095610,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,1,29.93239688,NT,molecular,Notarbartolo-di-Sciara 1987 
Mobula_tarapacana,batoids,Batoidea,Myliobatiformes,Mobulidae,Mobula,Mobula_tarapacana,Mobula tarapacana,,275,370,105,2.38E-08,2.92,Pelagic,Pelagic,1,100,50.5,99,-34.63225353,37.4566364,72.08888993,1644010,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,1,29.74502001,NA,molecular,Philippi 1892 
Mobula_thurstoni,batoids,Batoidea,Myliobatiformes,Mobulidae,Mobula,Mobula_thurstoni,Mobula thurstoni,,150,220,75,4.82E-08,2.78,Pelagic,Pelagic,1,100,50.5,99,-37.25665665,31.16124798,68.41790462,2076490,NA,14,0.277,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,12,1,25.04528463,NT,molecular,Lloyd 1908 
Aetobatus_flagellum,batoids,Batoidea,Myliobatiformes,Aetobatidae,Aetobatus,Aetobatus_flagellum,Aetobatus flagellum,,90,150,33.4,0.0076,3.08,Shelf,Coastal and Continental,1,200,100.5,199,-6.48496198,35.95887096,42.44383294,477171,6,16,0.215,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,NA,3.5,80.91102541,EN,molecular,White & Naylor 2016
Aetobatus_narinari,batoids,Batoidea,Myliobatiformes,Aetobatidae,Aetobatus,Aetobatus_narinari,Aetobatus narinari,,214,330,36,0.0076,3.08,Shelf,Coastal and Continental,1,60,30.5,59,-34.85650148,35.25444019,70.11094167,25432200,6,19,0.111,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,11,2.5,80.91102541,NT,molecular,White & Naylor 2017
Aetomylaeus_maculatus,batoids,Batoidea,Myliobatiformes,Myliobatidae,Aetomylaeus,Aetomylaeus_maculatus,Aetomylaeus maculatus,,NA,100,30.1,0.0076,3.08,Shelf,Coastal and Continental,1,60,30.5,59,-23.36682118,27.17322159,50.54004276,1193160,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,2.5,58.24216846,EN,molecular,Gray 1834 
Aetomylaeus_vespertilio,batoids,Batoidea,Myliobatiformes,Myliobatidae,Aetomylaeus,Aetomylaeus_vespertilio,Aetomylaeus vespertilio,,NA,300,NA,0.0076,3.08,Shelf,Coastal and Continental,1,110,55.5,109,-25.6722932,29.82861445,55.50090765,959158,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,2.5,70.7700349,EN,molecular,Bleeker 1852 
Myliobatis_aquila,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_aquila,Myliobatis aquila,,60,150,NA,0.0076,3.08,Shelf,Coastal and Continental,1,537,269,536,-36.70521456,52.12338544,88.8286,4005260,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,7,5,36.10777505,NA,molecular,Linnaeus 1758 
Myliobaits_tenuicaudatus,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,Myliobaits tenuicaudatus,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,molecular,Last & Stevens 2009
Myliobatis_californicus,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_californicus,Myliobatis californicus,,88.1,140,28.8,0.0076,3.08,Shelf,Coastal and Continental,1,108,54.5,107,21.96781016,45.14671228,23.17890213,534344,5,24,0.099,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,10.5,3.8,38.78230838,LC,molecular,Gill 1865
Myliobatis_freminvillei,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_freminvillei,Myliobatis freminvillii,,NA,106,25,0.0076,3.08,Shelf,Coastal and Continental,1,10,5.5,9,-38.04131456,41.97520752,80.01652208,1029450,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,32.14966198,NA,molecular,Lesueur 1824 
Myliobatis_goodei,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_goodei,Myliobatis goodei,,70,99,NA,0.0076,3.08,Shelf,Coastal and Continental,1,181,91,180,-47.33521456,33.6874766,81.02269116,1354390,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,6,36.18769209,NA,molecular,Garman 1885 
Myliobatis_longirostris,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_longirostris,Myliobatis longirostris,,74,95,NA,0.0076,3.08,Shelf,Coastal and Continental,1,64,32.5,63,-4.601728118,31.91462326,36.51635138,295996,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,31.89189873,NT,molecular,Applegate & Fitch 1964 
Myliobatis_tobijei,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_tobijei,Myliobatis tobijei,,NA,114,NA,0.0076,3.08,Shelf,Coastal and Continental,1,220,110.5,219,21.01062499,47.04992387,26.03929888,1710740,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,8,36.04143678,THR,molecular,Bleeker 1854 
Aetomylaeus_bovinus,batoids,Batoidea,Myliobatiformes,Myliobatidae,Pteromylaeus,Pteromylaeus_bovinus,Pteromylaeus bovinus,Aetomylaeus bovinus,100,175,35,0.0076,3.08,Shelf,Coastal and Continental,1,65,33,64,-36.70521456,45.79730606,82.50252062,3406440,1.2,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,8,3.5,42.78635827,NA,molecular,Last et al 2016
Plesiobatis_daviesi,batoids,Batoidea,Myliobatiformes,Plesiobatidae,Plesiobatis,Plesiobatis_daviesi,Plesiobatis daviesi,,194.5,270,50,6.31E-12,3.17,Deep,Deepwater,44,680,362,636,-31.79372991,29.21316867,61.00689857,1189140,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,117.3682765,LC,molecular,Wallace 1967 
Paratrygon_aiereba,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Paratrygon,Paratrygon_aiereba,Paratrygon ajereba,,72,130,16,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-20.0294047,9.920789054,29.95019376,5531610,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,9,2,35.0953059,NA,molecular,MÙller & Henle 1841 
Plesiotrygon_iwamae,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Plesiotrygon,Plesiotrygon_iwamae,Plesiotrygon iwamae,,50,65,NA,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-15.14132826,2.974005005,18.11533327,2752590,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,8,2,16.65877187,notTHR,molecular,"Rosa, Castello & Thorson 1987 "
Potamotrygon_falkneri,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon_falkneri,Potamotrygon falkneri,,NA,60,NA,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-27.32666843,-14.05272253,13.27394591,753916,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,4,NA,20.78122752,THR,molecular,Castex & Maciel 1963 
Potamotrygon_henlei,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon_henlei,Potamotrygon henlei,,50,71,13.5,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-18.07132989,-2.420272598,15.65105729,245875,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,5,16.54529944,LC,molecular,Castelnau 1855 
Potamotrygon_histrix,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon_hystrix,Potamotrygon histrix,Potamotrygon_hystrix,NA,40,NA,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-34.88926657,-14.05272253,20.83654404,1666010,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,19.8891188,NA,NA,NA
Potamotrygon_motoro,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon_motoro,Potamotrygon motoro,,32.5,45,11,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-41.03808822,-18.12542002,22.91266819,1248080,3,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,6,12,13.01171981,NA,molecular,MÙller & Henle 1841 
Potamotrygon_orbignyi,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon_orbignyi,Potamotrygon orbignyi,,37.5,42.8,13,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,-15.14132826,10.05882191,25.20015017,4809640,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,6,2,12.57212856,LC,molecular,Castelnau 1855 
Potamotrygon_yepezi,batoids,Batoidea,Myliobatiformes,Potamotrygonidae,Potamotrygon,Potamotrygon_yepezi,Potamotrygon yepezi,,NA,40,NA,0.0113,3,Freshwater,Freshwater,1,50,25.5,49,9.679078979,12.46889648,2.789817499,42612,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,18.65066488,THR,molecular,Castex & Castello 1970 
Rhinoptera_bonasus,batoids,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera_bonasus,Rhinoptera bonasus,,77.7,104.8,32.5,0.0076,3.08,Shelf,Coastal and Continental,1,22,11.5,21,-36.37832115,42.03014764,78.40846879,1545870,6,15.5,0.097,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,11.5,1,29.51520419,NT,molecular,Mitchill 1815 
Rhinoptera_javanica,batoids,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera_javanica,Rhinoptera javanica,,100,150,63,0.0076,3.08,Shelf,Coastal and Continental,1,200,100.5,199,-32.66687036,28.91848446,61.58535481,2606310,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,1.5,22.02094496,VU,molecular,MÙller & Henle 1841 
Rhinoptera_jayakari,batoids,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera_jayakari,,,NA,110,NA,0.0076,3.08,Shelf,Coastal and Continental,5,50,27.5,45,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,28.30573028,notTHR,molecular,Boulenger 1895 
Rhinoptera_neglecta,batoids,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera_neglecta,Rhinoptera neglecta,,NA,86,NA,0.0076,3.08,Shelf,Coastal and Continental,NA,NA,NA,NA,-32.67175055,-9.82442883,22.84732172,427282,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,21.94610042,NA,molecular,Ogilby 1912 
Rhinoptera_steindachneri,batoids,Batoidea,Myliobatiformes,Rhinopteridae,Rhinoptera,Rhinoptera_steindachneri,Rhinoptera steindachneri,,70,104,41,0.0076,3.08,Shelf,Coastal and Continental,1,65,33,64,-5.016279071,31.91462326,36.93090233,451858,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,11,1,28.1215971,NT,molecular,Evermann & Jenkins 1891 
Trygonoptera_imitata,batoids,Batoidea,Myliobatiformes,Urolophidae,Trygonoptera,Trygonoptera_imitata,Trygonoptera imitata,,33,55,20,0.0269,3.02,Shelf,Coastal and Continental,1,120,60.5,119,-39.98641896,-36.24413014,3.742288822,145984,4.5,12,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,5,3,36.82304324,NT,molecular,"Yearsley, Last & Gomon 2008 "
Trygonoptera_mucosa,batoids,Batoidea,Myliobatiformes,Urolophidae,Trygonoptera,Trygonoptera_mucosa,Trygonoptera mucosa,,25.3,36.9,11.3,0.0269,3.02,Shelf,Coastal and Continental,1,35,18,34,-36.38386957,-29.35231293,7.031556641,116110,5,17,0.241,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,12,1.5,36.82481908,LC,molecular,Whitley 1939 
Trygonoptera_ovalis,batoids,Batoidea,Myliobatiformes,Urolophidae,Trygonoptera,Trygonoptera_ovalis,Trygonoptera ovalis,,NA,43,NA,0.0269,3.02,Shelf,Coastal and Continental,1,43,22,42,-35.40255582,-27.91867791,7.483877908,76506.7031,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,64.40885029,LC,molecular,Last & Gomon 1987 
Trygonoptera_personata,batoids,Batoidea,Myliobatiformes,Urolophidae,Trygonoptera,Trygonoptera_personata,Trygonoptera personata,,23,31,12.8,0.0269,3.02,Shelf,Coastal and Continental,1,70,35.5,69,-33.32495033,-24.85649186,8.468458477,43977,4,14,0.143,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,10,1.5,56.16719578,LC,molecular,Last & Gomon 1987 
Trygonoptera_testacea,batoids,Batoidea,Myliobatiformes,Urolophidae,Trygonoptera,Trygonoptera_testacea,Trygonoptera testacea,,24,34,NA,0.0269,3.02,Shelf,Coastal and Continental,1,135,68,134,-37.52922361,-26.41449876,11.11472485,49873.3984,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,12,2,48.15004081,LC,molecular,MÙller & Henle 1841 
Urolophus_aurantiacus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_aurantiacus,Urolophus aurantiacus,,NA,23,5,0.0269,3.02,Shelf,Coastal and Continental,10,205,107.5,195,10.4881602,36.21238181,25.72422161,189462,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,12,2,28.46354574,NT,molecular,MÙller & Henle 1841 
Urolophus_bucculentus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_bucculentus,Urolophus bucculentus,,35.3,66,15.18,0.0269,3.02,Shelf,Coastal and Continental,100,230,165,130,-44.44504692,-27.18824294,17.25680398,142856,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,17,1.5,29.54216966,VU,molecular,Macleay 1884 
Urolophus_cruciatus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_cruciatus,Urolophus cruciatus,,23.9,44.26,12.5,0.0269,3.02,Shelf,Coastal and Continental,25,210,117.5,185,-44.16275925,-37.03212573,7.130633519,111092,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,2,6,4,15.78371302,LC,molecular,Lacepède 1804 
Urolophus_expansus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_expansus,Urolophus expansus,,28,33.3,NA,0.0269,3.02,Deep,Deepwater,140,420,280,280,-36.00655648,-31.88762795,4.118928535,200628,NA,NA,0.21,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,21.02271568,LC,molecular,McCulloch 1916 
Urolophus_flavomosaicus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_flavomosaicus,Urolophus flavomosaicus,,NA,33.7,NA,0.0269,3.02,Shelf,Coastal and Continental,60,300,180,240,-29.08264524,-18.26616113,10.81648411,229254,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,29.58290851,LC,molecular,Last & Gomon 1987 
Urolophus_kapalensis,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_kapalensis,Urolophus kapalensis,,NA,25.7,NA,0.0269,3.02,Shelf,Coastal and Continental,18,85,51.5,67,-35.15895558,-29.01246628,6.1464893,16969.6992,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,2,21.02904915,NT,molecular,Yearsley & Last 2006 
Urolophus_lobatus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_lobatus,Urolophus lobatus,,20.1,27.7,10.5,0.0269,3.02,Shelf,Coastal and Continental,1,30,15.5,29,-35.24136979,-31.93456879,3.306800996,18153,3,14,0.369,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,10,1.3,21.10701344,LC,molecular,McKay 1966 
Urolophus_paucimaculatus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_paucimaculatus,Urolophus paucimaculatus,,20.4,29.8,12.6,0.0269,3.02,Shelf,Coastal and Continental,1,150,75.5,149,-44.44980442,-30.8235836,13.62622081,436807,4,12,0.237,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,11,2.5,21.11430137,LC,molecular,Dixon 1969 
Urolophus_sufflavus,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_sufflavus,Urolophus sufflavus,,13.1,24,NA,0.0269,3.02,Shelf,Coastal and Continental,45,300,172.5,255,-37.46141201,-26.90123383,10.56017818,35580.8008,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,15.79624498,VU,molecular,Whitley 1929 
Urolophus_viridis,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_viridis,Urolophus viridis,,19.1,31.3,12.6,0.0269,3.02,Shelf,Coastal and Continental,20,200,110,180,-44.89878191,-26.96496342,17.93381849,394258,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,NA,NA,21.04067944,VU,molecular,McCulloch 1916 
Urolophus_westraliensis,batoids,Batoidea,Myliobatiformes,Urolophidae,Urolophus,Urolophus_westraliensis,Urolophus westraliensis,,NA,20.5,5.7,0.0269,3.02,Shelf,Coastal and Continental,60,210,135,150,-20.53229185,-15.59022872,4.942063122,49279.1016,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,28.66032554,LC,molecular,Last & Gomon 1987 
Urobatis_concentricus,batoids,Batoidea,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis_concentricus,Urobatis concentricus,,NA,28.3,NA,0.0269,3.02,Shelf,Coastal and Continental,1,100,50.5,99,15.44750371,31.91462326,16.46711955,127401,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,26.49486464,notTHR,molecular,Osburn & Nichols 1916 
Urobatis_halleri,batoids,Batoidea,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis_halleri,Urobatis halleri,,15.5,31,7,0.0269,3.02,Shelf,Coastal and Continental,1,91,46,90,6.298584392,40.98252293,34.68393853,968786,2.6,12,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,1,4,2.5,34.31364157,LC,molecular,Cooper 1863 
Urobatis_jamaicensis,batoids,Batoidea,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis_jamaicensis,Urobatis jamaicensis,,15.5,36,6,0.0269,3.02,Shelf,Coastal and Continental,1,25,13,24,7.898654938,34.73462296,26.83596802,2941010,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,3.5,56.87805601,LC,molecular,Cuvier 1816 
Urobatis_maculatus,batoids,Batoidea,Myliobatiformes,Urotrygonidae,Urobatis,Urobatis_maculatus,Urobatis maculatus,,NA,25.7,NA,0.0269,3.02,Shelf,Coastal and Continental,17,20,18.5,3,21.05697919,31.91462326,10.85764407,95619.2031,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,26.49579583,notTHR,molecular,Garman 1913 
Urotrygon_rogersi,batoids,Batoidea,Myliobatiformes,Urotrygonidae,Urotrygon,Urotrygon_rogersi,Urotrygon rogersi,,NA,26.4,NA,0.0269,3.02,Shelf,Coastal and Continental,2,30,16,28,-3.419209913,31.91462326,35.33383317,249895,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,22.79788429,notTHR,molecular,Jordan & Starks 1895 
Cruriraja_hulleyi,batoids,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja_hulleyi,,,NA,NA,NA,0.0023,3.24,Deep,Deepwater,39,545,292,506,NA,NA,NA,NA,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,44.32415586,notTHR,molecular,Last et al 2016
Cruriraja_parcomaculata,batoids,Batoidea,Rajiformes,Gurgesiellidae,Cruriraja,Cruriraja_parcomaculata,,,NA,NA,NA,0.0023,3.24,Deep,Deepwater,160,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,43.56148048,NA,molecular,Last et al 2016
Sinobatis_borneensis,batoids,Batoidea,Rajiformes,Anacanthobatidae,Sinobatis,Sinobatis_borneensis,Sinobatis borneensis,,NA,32,NA,0.0023,3.24,Deep,Deepwater,475,835,655,360,2.010657537,29.32821958,27.31756205,584082,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,43.02170047,LC,molecular,Chan 1965 
Arhynchobatis_asperrimus,batoids,Batoidea,Rajiformes,Arhynchobatidae,Arhynchobatis,Arhynchobatis_asperrimus,Arhynchobatis asperrimus,,69,75,10,0.0049,3.12,Deep,Deepwater,90,800,445,710,-47.16030716,-33.05586858,14.10443858,128909,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,44.00757806,notTHR,molecular,Waite 1909 
Atlantoraja_castelnaui,batoids,Batoidea,Rajiformes,Arhynchobatidae,Atlantoraja,Atlantoraja_castelnaui,Atlantoraja castelnaui,,NA,140,NA,0.00208,3.267,Shelf,Coastal and Continental,20,220,120,200,-38.69901456,-23.05401456,15.645,58006.5,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,36.11686815,EN,molecular,Miranda Ribeiro 1907 
Atlantoraja_cyclophora,batoids,Batoidea,Rajiformes,Arhynchobatidae,Atlantoraja,Atlantoraja_cyclophora,Atlantoraja cyclophora,,53,69.5,NA,0.00208,3.267,Shelf,Coastal and Continental,50,300,175,250,-38.59861456,-18.27481456,20.3238,349969,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,31.02721842,VU,molecular,Regan 1903 
Atlantoraja_platana,batoids,Batoidea,Rajiformes,Arhynchobatidae,Atlantoraja,Atlantoraja_platana,Atlantoraja platana,,47.5,73.4,NA,0.0032,3.15,Shelf,Coastal and Continental,19,181,100,162,-42.44340515,-22.92062884,19.52277631,501713,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,31.02721842,VU,molecular,GÙnther 1880 
